"id","code","name"
3064,"485002","PROCTECTOMIA ABORDAJE PERINEAL (TRANS-ANAL) VIA LAPAROSCOPICA"
3065,"487607","PROCTOSIGMOIDOPEXIA VIA ABIERTA"
3066,"487608","PROCTOSIGMOIDOPEXIA VIA LAPAROSCOPICA"
3067,"487701","DESCENSO RECTAL VIA SAGITAL POSTERIOR"
3068,"487702","DESCENSO RECTAL VIA ANTERIOR Y POSTERIOR"
3069,"487704","DESCENSO RECTAL ABDOMINOPERINEAL POR AGANGLIOSIS VIA ABIERTA"
3070,"487705","DESCENSO RECTAL ABDOMINOPERINEAL POR AGANGLIOSIS VIA LAPAROSCOPICA"
3071,"440103","DISECCION DEL VAGO TRONCAL VAGOTOMIA TRONCAL CON O SIN PILOROPLASTIA VIA LAPAROSCOPICA"
3072,"440110","VAGOTOMIA TRONCAL (SERIOTOMIA ANTERIOR) VIA LAPAROSCOPICA"
3073,"440201","VAGOTOMIA SELECTIVA O SUPRASELECTIVA VIA ABIERTA"
3074,"440202","VAGOTOMIA SELECTIVA O SUPRASELECTIVA VIA LAPAROSCOPICA"
3075,"504001","HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) SIN CIRUGIA DE BANCO VIA ABIERTA"
3076,"504101","HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) CON CIRUGIA DE BANCO CON REDUCCION ANATOMICA"
3077,"487706","DESCENSO RECTAL ABDOMINOPERINEAL ENDOANAL"
3078,"487707","DESCENSO RECTAL ABDOMINOPERINEAL ENDOANAL ASISTIDO POR LAPAROTOMIA"
3079,"487708","DESCENSO RECTAL ABDOMINOPERINEAL ENDOANAL ASISTIDO POR LAPAROSCOPIA"
3080,"487901","REPARACION DE LESION OBSTETRICA ANTIGUA DE RECTO"
3081,"487902","REPARACION DE RECTO PROLAPSADO POR INFILTRACION PERIRRECTAL"
3082,"487903","CORRECCION DE ATRESIA RECTAL, VIA SAGITAL POSTERIOR"
3083,"501004","BIOPSIA POR VIA ENDOVASCULAR (TRANSYUGULAR) DE HIGADO"
3084,"502001","RESECCION DEL DOMO DE QUISTE HEPATICO VIA ABIERTA"
3085,"502002","RESECCION DEL DOMO DE QUISTE HEPATICO VIA LAPAROSCOPICA"
3086,"502101","DRENAJE DE LESION HEPATICA VIA ABIERTA"
3087,"502102","DRENAJE DE LESION HEPATICA VIA PERCUTANEA"
3088,"502103","DRENAJE DE LESION HEPATICA VIA LAPAROSCOPICA"
3089,"497511","COLGAJO O TRANSPOSICION MUSCULAR PERINEAL O PERIRRECTAL"
3090,"497601","REVISION DE DISPOSITIVO EN ANO"
3091,"497602","RETIRO DE DISPOSITIVO EN ANO"
3092,"499100","INCISION DE TABIQUE ANAL SOD"
3093,"499200","INSERCION SUBCUTANEA DE ESTIMULADOR ANAL ELECTRICO SOD"
3094,"499301","INYECCION DE SUSTANCIA MIORELAJANTE EN ESFINTER ANAL"
3095,"487904","CORRECCION DE LA ESTENOSIS RECTAL VIA SAGITAL POSTERIOR"
3096,"487905","REPARACION DE LA ESTENOSIS RECTAL CON RESECCION DE ANILLO RECTAL"
3097,"488101","DRENAJE DE COLECCION RECTAL"
3098,"488103","DRENAJE DE COLECCION PERIRRECTAL, RETRORECTAL O PELVICA VIA ABIERTA"
3099,"488104","DRENAJE DE COLECCION PERIRRECTAL, RETRORECTAL O PELVICA POR LAPAROSCOPIA"
3100,"488201","ESCISION DE LESION O TEJIDO PERIRRECTAL (RETRORECTAL) VIA PERINEAL O TRANSACRA"
3101,"502205","HEPATECTOMIA PARCIAL SEGMENTARIA DE DONANTE"
3102,"502206","RESECCION EN CUÑA DE HIGADO VIA ABIERTA"
3103,"502207","RESECCION EN CUÑA DE HIGADO VIA LAPAROSCOPICA"
3104,"502208","HEPATECTOMIA DE UN SEGMENTO VIA ABIERTA"
3105,"502209","HEPATECTOMIA DE UN SEGMENTO VIA LAPAROSCOPICA"
3106,"502210","HEPATECTOMIA DE DOS SEGMENTOS VIA ABIERTA"
3107,"504102","HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) CON CIRUGIA DE BANCO CON DIVISION ANATOMICA"
3108,"504103","HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) CON CIRUGIA DE BANCO VIA ABIERTA"
3109,"505101","TRASPLANTE AUXILIAR DE HIGADO SIN CIRUGIA DE BANCO VIA ABIERTA"
3110,"505201","TRASPLANTE AUXILIAR DE HIGADO CON CIRUGIA DE BANCO CON REDUCCION ANATOMICA"
3111,"505202","TRASPLANTE AUXILIAR DE HIGADO CON CIRUGIA DE BANCO CON DIVISION ANATOMICA"
3112,"505203","TRASPLANTE AUXILIAR DE HIGADO CON CIRUGIA DE BANCO VIA ABIERTA"
3113,"502211","HEPATECTOMIA DE DOS SEGMENTOS VIA LAPAROSCOPICA"
3114,"502212","HEPATECTOMIA TRISEGMENTARIA VIA ABIERTA"
3115,"502213","HEPATECTOMIA TRISEGMENTARIA VIA LAPAROSCOPICA"
3116,"502214","HEMIHEPATECTOMIA VIA ABIERTA"
3117,"502215","HEMIHEPATECTOMIA VIA LAPAROSCOPICA"
3118,"502218","LOBECTOMIA HEPATICA DERECHA DE DONANTE VIA ABIERTA"
3119,"442401","PILOROPLASTIA VIA ABIERTA"
3120,"442402","PILOROPLASTIA VIA LAPAROSCOPICA"
3121,"509101","ASPIRACION DE HIGADO VIA PERCUTANEA"
3122,"509200","ASISTENCIA HEPATICA EXTRACORPOREA SOD"
3123,"509300","PERFUSION LOCALIZADA DE HIGADO SOD"
3124,"509400","INYECCION DE SUSTANCIA TERAPEUTICA EN HIGADO SOD"
3125,"485003","PROCTECTOMIA VIA TRANS-SACRA"
3126,"485004","PROCTOSIGMOIDECTOMIA ABORDAJE PERINEAL"
3127,"485401","PROCTECTOMIA CON DESCENSO ABDOMINO-PERINEAL VIA ABIERTA"
3128,"485402","PROCTECTOMIA CON DESCENSO ABDOMINO-PERINEAL VIA LAPAROSCOPICA"
3129,"486201","RESECCION ANTERIOR DE RECTO VIA ABIERTA"
3130,"486202","RESECCION ANTERIOR DE RECTO VIA LAPAROSCOPICA"
3131,"489001","PERINEOPLASTIA O COLGAJO MAYOR (PIEL MUSCULO) VIA ABIERTA"
3132,"489100","INCISION DE ESTENOSIS RECTAL SOD"
3133,"489200","MIOMECTOMIA ANO-RECTAL SOD"
3134,"489301","REPARACION DE FISTULA PERIRRECTAL VIA ABIERTA"
3135,"489302","REPARACION DE FISTULA PERIRRECTAL VIA ENDOSCOPICA"
3136,"489400","DILATACION INSTRUMENTAL ENDOSCOPICA DE RECTO SOD"
3137,"502219","LOBECTOMIA HEPATICA DERECHA DE DONANTE VIA LAPAROSCOPICA"
3138,"502220","LOBECTOMIA HEPATICA IZQUIERDA DE DONANTE VIA ABIERTA"
3139,"502221","LOBECTOMIA HEPATICA IZQUIERDA DE DONANTE VIA LAPAROSCOPICA"
3140,"502403","ABLACION DE LESION HEPATICA VIA ABIERTA"
3141,"502404","ABLACION DE LESION HEPATICA VIA LAPAROSCOPICA"
3142,"502405","ENUCLEACION DE LESION HEPATICA VIA ABIERTA"
3143,"505301","TRASPLANTE ORTOTOPICO DE HIGADO SIN CIRUGIA DE BANCO VIA ABIERTA"
3144,"505401","TRASPLANTE ORTOTOPICO DE HIGADO CON CIRUGIA DE BANCO CON REDUCCION ANATOMICA"
3145,"505402","TRASPLANTE ORTOTOPICO DE HIGADO CON CIRUGIA DE BANCO CON DIVISION ANATOMICA"
3146,"505403","TRASPLANTE ORTOTOPICO DE HIGADO CON CIRUGIA DE BANCO VIA ABIERTA"
3147,"506103","HEPATORRAFIA SIMPLE VIA ABIERTA"
3148,"506104","HEPATORRAFIA SIMPLE VIA LAPAROSCOPICA"
3149,"444202","SUTURA DE ULCERA DUODENAL VIA LAPAROSCOPICA"
3150,"444305","CONTROL DE HEMORRAGIA GASTRICA O DUODENAL CON DISPOSITIVO VIA ENDOSCOPICA"
3151,"445101","REANASTOMOSIS DEL ESTOMAGO POR DEHISCENCIA DE LA SUTURA VIA ABIERTA"
3152,"445102","REANASTOMOSIS DEL ESTOMAGO POR DEHISCENCIA DE LA SUTURA VIA LAPAROSCOPICA"
3153,"446101","SUTURA DE DESGARRO O HERIDA DE ESTOMAGO GASTRORRAFIA VIA ABIERTA"
3154,"446102","SUTURA DE DESGARRO O HERIDA DE ESTOMAGO GASTRORRAFIA VIA LAPAROSCOPICA"
3155,"446201","CIERRE DE GASTROSTOMIA VIA ABIERTA"
3156,"446202","CIERRE DE GASTROSTOMIA VIA LAPAROSCOPICA"
3157,"446301","CIERRE DE OTRA FISTULA GASTRICA VIA ABIERTA"
3158,"446302","CIERRE DE OTRA FISTULA GASTRICA VIA LAPAROSCOPICA"
3159,"446303","CIERRE DE PERFORACION O FISTULA GASTRICA VIA ENDOSCOPICA"
3160,"446401","GASTROPEXIA VIA ABIERTA"
3161,"431002","GASTROSTOMIA VIA PERCUTANEA (ENDOSCOPICA)"
3162,"431003","GASTROSTOMIA VIA LAPAROSCOPICA"
3163,"510001","COLECISTOSTOMIA VIA ABIERTA"
3164,"510002","COLECISTOSTOMIA VIA PERCUTANEA"
3165,"510003","COLECISTOSTOMIA VIA LAPAROSCOPICA"
3166,"510004","CIERRE DE COLECISTOSTOMIA VIA ABIERTA"
3167,"510005","CIERRE DE COLECISTOSTOMIA VIA LAPAROSCOPICA"
3168,"510101","HEPATICOTOMIA O HEPATICOSTOMIA CON DRENAJE O EXTRACCION DE CALCULOS VIA ABIERTA"
3169,"510102","HEPATICOTOMIA O HEPATICOSTOMIA CON DRENAJE O EXTRACCION DE CALCULOS VIA LAPAROSCOPICA"
3170,"510301","DRENAJE BILIAR VIA PERCUTANEA Y COLOCACION DE DISPOSITIVO"
3171,"510302","DRENAJE BILIAR VIA ENDOSCOPICA Y COLOCACION DE DISPOSITIVO"
3172,"511000","COLANGIO-PANCREATOGRAFIA RETROGRADA ENDOSCOPICA SOD"
3173,"511102","COLANGIOGRAFIA ENDOSCOPICA RETROGRADA (TRANSDUODENAL)"
3174,"438503","CONVERSION DE GASTRECTOMIA VERTICAL MANGA GASTRICA A OTRA CIRUGIA VIA ABIERTA"
3175,"438504","CONVERSION DE GASTRECTOMIA VERTICAL MANGA GASTRICA A OTRA CIRUGIA POR LAPAROSCOPIA"
3176,"516101","ESCISION DE CONDUCTO CISTICO REMANENTE (MUÑON CISTICO) VIA ABIERTA"
3177,"516102","ESCISION DE CONDUCTO CISTICO REMANENTE (MUÑON CISTICO) VIA LAPAROSCOPICA"
3178,"516201","ESCISION DE LA AMPOLLA DE VATER (AMPULECTOMIA) CON REIMPLANTACION DE COLEDOCO VIA ABIERTA"
3179,"516202","ESCISION DE LA AMPOLLA DE VATER (AMPULECTOMIA) CON REIMPLANTACION DE COLEDOCO VIA LAPAROSCOPICA"
3180,"511500","MEDICION DE LA PRESION DEL ESFINTER DE ODDI SOD"
3181,"511601","COLANGIOGRAFIA VIA ABIERTA"
3182,"511602","COLANGIOGRAFIA VIA LAPAROSCOPICA"
3183,"511701","BIOPSIA DE VESICULA BILIAR O VIAS BILIARES VIA ABIERTA"
3184,"511702","BIOPSIA DE VESICULA BILIAR O VIAS BILIARES VIA PERCUTANEA"
3185,"511703","BIOPSIA DE VESICULA BILIAR O VIAS BILIARES VIA LAPAROSCOPICA"
3186,"511704","BIOPSIA ESFINTER DE ODDI VIA ABIERTA"
3187,"511705","BIOPSIA ESFINTER DE ODDI VIA ENDOSCOPICA"
3188,"511706","BIOPSIA ESFINTER DE ODDI VIA LAPAROSCOPICA"
3189,"511707","BIOPSIA DE VIA BILIAR POR COLEDOCOSCOPIA"
3190,"512101","COLECISTECTOMIA VIA ABIERTA"
3191,"512104","COLECISTECTOMIA VIA LAPAROSCOPICA"
3192,"516401","ESCISION DE LESION EN LAS VIAS BILIARES VIA ENDOSCOPICA"
3193,"516402","ESCISION DE LA AMPOLLA DE VATER VIA ENDOSCOPICA"
3194,"517101","SUTURA SIMPLE DE COLEDOCO VIA ABIERTA"
3195,"517102","SUTURA SIMPLE DE COLEDOCO VIA LAPAROSCOPICA"
3196,"517201","COLEDOCOPLASTIA VIA ABIERTA"
3197,"517202","COLEDOCOPLASTIA VIA LAPAROSCOPICA"
3198,"512200","FULGURACION DE LESIONES POR COLANGIOPANCREATOGRAFIA ENDOSCOPICA RETROGRADA SOD"
3199,"512301","LITOTRIPSIA BILIAR POR COLANGIOPANCREATOGRAFIA RETROGRADA ENDOSCOPICA"
3200,"512302","LITOTRIPSIA INTRADUCTAL POR COLEDOSCOPIA"
3201,"512503","RESECCION DE QUISTE DEL COLEDOCO CON DERIVACION BILIODIGESTIVA VIA ABIERTA"
3202,"512504","RESECCION DE QUISTE DEL COLEDOCO CON DERIVACION BILIODIGESTIVA VIA LAPAROSCOPICA"
3203,"512505","RESECCION DE QUISTES DEL COLEDOCO CON DERIVACION BILIODIGESTIVA Y VALVULA ANTIRREFLUJO VIA ABIERTA"
3204,"419200","INYECCION O INFUSION DE MEDULA OSEA SOD"
3205,"419400","TRASPLANTE DE BAZO SOD"
3206,"480100","PROCTOTOMIA, VIA ABDOMINAL O PERINEAL SOD"
3207,"524401","DRENAJE INTERNO DE QUISTE PANCREATICO POR CISTOENTEROSTOMIA VIA ABIERTA"
3208,"524402","DRENAJE INTERNO DE QUISTE PANCREATICO POR CISTOENTEROSTOMIA VIA LAPAROSCOPICA"
3209,"525001","PANCREATECTOMIA CENTRAL VIA ABIERTA"
3210,"469702","EXTRACCION ENDOSCOPICA DE CUERPO EXTRAÑO EN INTESTINO GRUESO"
3211,"520101","DRENAJE DE COLECCION DE PANCREAS VIA ABIERTA"
3212,"520102","DRENAJE DE COLECCION DE PANCREAS VIA LAPAROSCOPICA"
3213,"520201","MARSUPIALIZACION DE QUISTE DEL PANCREAS VIA ABIERTA"
3214,"520202","MARSUPIALIZACION DE QUISTE DEL PANCREAS VIA LAPAROSCOPICA"
3215,"521001","BIOPSIA DE PANCREAS VIA ABIERTA"
3216,"455202","AISLAMIENTO DE SEGMENTO DE INTESTINO GRUESO VIA LAPAROSCOPICA"
3217,"529603","ANASTOMOSIS DEL PANCREAS VIA LAPAROSCOPICA"
3218,"529605","ANASTOMOSIS DEL PANCREAS VIA ENDOSCOPICA"
3219,"529606","ANASTOMOSIS PANCREATOENTERICA VIA ABIERTA"
3220,"529607","ANASTOMOSIS PANCREATOENTERICA VIA LAPAROSCOPICA"
3221,"529608","PANCREATOYEYUNOSTOMIA TERMINO LATERAL VIA ABIERTA"
3222,"525002","PANCREATECTOMIA CENTRAL VIA LAPAROSCOPICA"
3223,"525101","PANCREATECTOMIA PROXIMAL VIA ABIERTA"
3224,"525102","PANCREATECTOMIA PROXIMAL VIA LAPAROSCOPICA"
3225,"525203","PANCREATECTOMIA DISTAL VIA ABIERTA"
3226,"525204","PANCREATECTOMIA DISTAL VIA LAPAROSCOPICA"
3227,"525205","PANCREATECTOMIA DISTAL CON PRESERVACION DE BAZO VIA ABIERTA"
3228,"517301","RECONSTRUCCION DE VIAS BILIARES VIA ABIERTA"
3229,"517302","RECONSTRUCCION DE VIAS BILIARES VIA LAPAROSCOPICA"
3230,"518101","DILATACION DE ESFINTER DE ODDI"
3231,"518301","ESFINTEROPLASTIA VIA ABIERTA"
3232,"518302","ESFINTEROPLASTIA VIA LAPAROSCOPICA"
3233,"518401","DILATACION ENDOSCOPICA DE AMPOLLA Y DEL CONDUCTO BILIAR"
3234,"459402","ANASTOMOSIS DE INTESTINO GRUESO A INTESTINO GRUESO VIA LAPAROSCOPICA"
3235,"459501","ANASTOMOSIS DE INTESTINO DELGADO AL ANO, CON FORMACION DE RESERVORIO VIA ABIERTA"
3236,"459503","ANASTOMOSIS DE INTESTINO DELGADO AL ANO, CON FORMACION DE RESERVORIO VIA LAPAROSCOPICA"
3237,"459504","ANASTOMOSIS DE INTESTINO GRUESO AL ANO VIA ABIERTA"
3238,"459505","ANASTOMOSIS DE INTESTINO GRUESO AL ANO VIA LAPAROSCOPICA"
3239,"534001","HERNIORRAFIA UMBILICAL VIA ABIERTA"
3240,"529609","PANCREATOYEYUNOSTOMIA TERMINO LATERAL VIA LAPAROSCOPICA"
3241,"529700","INSERCION ENDOSCOPICA DE TUBO DE DRENAJE NASOPANCREATICO SOD"
3242,"529800","DILATACION ENDOSCOPICA DE DUCTO PANCREATICO SOD"
3243,"530001","HERNIORRAFIA INGUINAL UNILATERAL VIA ABIERTA"
3244,"530002","HERNIORRAFIA INGUINAL UNILATERAL VIA LAPAROSCOPICA"
3245,"530003","HERNIORRAFIA INGUINAL INDIRECTA UNILATERAL POR MICROCIRUGIA"
3246,"512506","RESECCION DE QUISTES DEL COLEDOCO CON DERIVACION BILIODIGESTIVA Y VALVULA ANTIRREFLUJO POR LAPAROSCOPIA"
3247,"512601","RESECCION DE LESION BENIGNA O MALIGNA DE VIAS BILIARES VIA ABIERTA"
3248,"512602","RESECCION DE LESION BENIGNA O MALIGNA DE VIAS BILIARES VIA LAPAROSCOPICA"
3249,"513201","ANASTOMOSIS DE VESICULA BILIAR A INTESTINO VIA ABIERTA"
3250,"513202","ANASTOMOSIS DE VESICULA BILIAR A INTESTINO VIA LAPAROSCOPICA"
3251,"513601","COLEDOCODUODENOSTOMIA VIA ABIERTA"
3252,"521002","BIOPSIA DE PANCREAS VIA PERCUTANEA"
3253,"521003","BIOPSIA DE PANCREAS VIA LAPAROSCOPICA"
3254,"521004","BIOPSIA DE PANCREAS VIA ENDOSCOPICA"
3255,"521401","BIOPSIA DE DUCTO PANCREATICO VIA ENDOSCOPICA"
3256,"522201","RESECCION DE LESION O TEJIDO DE PANCREAS VIA ABIERTA"
3257,"522202","RESECCION DE LESION O TEJIDO DE PANCREAS VIA ENDOSCOPICA"
3258,"525206","PANCREATECTOMIA DISTAL CON PRESERVACION DE BAZO VIA LAPAROSCOPICA"
3259,"525301","PANCREATECTOMIA SUBTOTAL VIA ABIERTA"
3260,"525302","PANCREATECTOMIA SUBTOTAL VIA LAPAROSCOPICA"
3261,"525401","PANCREATECTOMIA PARCIAL (OBTENCION DEL ORGANO) VIA ABIERTA"
3262,"525402","PANCREATECTOMIA PARCIAL (OBTENCION DEL ORGANO) VIA LAPAROSCOPICA"
3263,"526101","PANCREATECTOMIA TOTAL VIA ABIERTA"
3264,"413204","BIOPSIA DE BAZO VIA LAPAROSCOPICA"
3265,"523101","EXTRACCION DE CUERPO EXTRAÑO DE PANCREAS VIA ABIERTA"
3266,"523102","EXTRACCION DE CUERPO EXTRAÑO DE PANCREAS VIA LAPAROSCOPICA"
3267,"523201","EXTRACCION DE CUERPO EXTRAÑO DEL CONDUCTO PANCREATICO VIA ENDOSCOPICA"
3268,"523202","EXTRACCION DE DISPOSITIVO DEL CONDUCTO PANCREATICO VIA ENDOSCOPICA"
3269,"524001","DRENAJE DE QUISTE O SEUDOQUISTE PANCREATICO VIA ABIERTA"
3270,"494400","ABLACION DE HEMORROIDES POR CRIOTERAPIA SOD"
3271,"494701","EVACUACION EN HEMORROIDES TROMBOSADAS"
3272,"495001","ESFINTEROTOMIA ANAL VIA ABIERTA"
3273,"543201","RESECCION DE TUMOR MALIGNO EN LA PARED ABDOMINAL VIA ABIERTA"
3274,"543202","RESECCION DE TUMOR MALIGNO EN LA PARED ABDOMINAL VIA LAPAROSCOPICA"
3275,"543301","ESCISION DE LESION AMPLIA EN LA PARED ABDOMINAL CON ROTACION DE COLGAJO"
3276,"530301","HERNIORRAFIA INGUINAL ENCARCELADA VIA ABIERTA"
3277,"530302","HERNIORRAFIA INGUINAL ENCARCELADA VIA LAPAROSCOPICA"
3278,"530401","HERNIORRAFIA INGUINAL REPRODUCIDA VIA ABIERTA"
3279,"530402","HERNIORRAFIA INGUINAL REPRODUCIDA VIA LAPAROSCOPICA"
3280,"530601","HERNIORRAFIA UNILATERAL INGUINO ESCROTAL VIA ABIERTA"
3281,"530602","HERNIORRAFIA UNILATERAL INGUINO ESCROTAL VIA LAPAROSCOPICA"
3282,"518402","DILATACION PERCUTANEA DE AMPOLLA Y DEL CONDUCTO BILIAR"
3283,"518500","ESFINTERECTOMIA Y PAPILOTOMIA ENDOSCOPICA SOD"
3284,"518600","INSERCION ENDOSCOPICA DE TUBO DE DRENAJE NASOBILIAR SOD"
3285,"518801","EXTRACCION ENDOSCOPICA DE CALCULOS DE LAS VIAS BILIARES CON ESFINTEROTOMIA"
3286,"518901","INSERCION DE DISPOSITIVO EN VIA BILIAR VIA ABIERTA"
3287,"518902","INSERCION DE DISPOSITIVO EN VIA BILIAR VIA ENDOSCOPICA"
3288,"534002","HERNIORRAFIA UMBILICAL VIA LAPAROSCOPICA"
3289,"534101","HERNIORRAFIA UMBILICAL REPRODUCIDA VIA ABIERTA"
3290,"534102","HERNIORRAFIA UMBILICAL REPRODUCIDA VIA LAPAROSCOPICA"
3291,"534301","HERNIORRAFIA UMBILICAL ENCARCELADA VIA ABIERTA"
3292,"534302","HERNIORRAFIA UMBILICAL ENCARCELADA VIA LAPAROSCOPICA"
3293,"535001","REPARACION DE HERNIA INCISIONAL (EVENTRACION) ENCARCELADA VIA ABIERTA"
3294,"450001","EXTRACCION DE CUERPO EXTRAÑO INTESTINAL POR ENTEROTOMIA VIA ABIERTA"
3295,"450002","EXTRACCION DE CUERPO EXTRAÑO INTESTINAL POR ENTEROTOMIA VIA LAPAROSCOPICA"
3296,"528001","TRASPLANTE TOTAL DE PANCREAS"
3297,"528002","TRASPLANTE PARCIAL DE PANCREAS"
3298,"529300","INSERCION ENDOSCOPICA DE TUBO TUTOR (PROTESIS, STENT) EN EL CONDUCTO PANCREATICO SOD"
3299,"529400","EXTRACCION ENDOSCOPICA DE CALCULOS DEL CONDUCTO PANCREATICO SOD"
3300,"513602","COLEDOCODUODENOSTOMIA VIA LAPAROSCOPICA"
3301,"513701","HEPATICOYEYUNOSTOMIA VIA ABIERTA"
3302,"513702","HEPATICOYEYUNOSTOMIA VIA LAPAROSCOPICA"
3303,"513703","PORTOENTEROSTOMIA VIA ABIERTA"
3304,"513704","PORTOENTEROSTOMIA VIA LAPAROSCOPICA"
3305,"514001","EXPLORACION DE VIAS BILIARES VIA ABIERTA"
3306,"472001","APENDICOSTOMIA VIA ABIERTA"
3307,"472002","APENDICOSTOMIA VIA LAPAROSCOPICA"
3308,"540004","DRENAJE DE COLECCION EXTRAPERITONEAL VIA ABIERTA"
3309,"540005","DRENAJE DE COLECCION EXTRAPERITONEAL VIA PERCUTANEA"
3310,"540006","DRENAJE DE COLECCION EXTRAPERITONEAL VIA LAPAROSCOPICA"
3311,"540007","DRENAJE DE COLECCION RETROPERITONEAL VIA ABIERTA"
3312,"531001","HERNIORRAFIA INGUINAL BILATERAL VIA ABIERTA"
3313,"531002","HERNIORRAFIA INGUINAL BILATERAL VIA LAPAROSCOPICA"
3314,"531003","HERNIORRAFIA INGUINAL INDIRECTA BILATERAL POR MICROCIRUGIA"
3315,"531501","HERNIORRAFIA BILATERAL INGUINAL REPRODUCIDA VIA ABIERTA"
3316,"531502","HERNIORRAFIA BILATERAL INGUINAL REPRODUCIDA VIA LAPAROSCOPICA"
3317,"531601","HERNIORRAFIA BILATERAL INGUINAL ENCARCELADA VIA ABIERTA"
3318,"526102","PANCREATECTOMIA TOTAL VIA LAPAROSCOPICA"
3319,"526201","PANCREATECTOMIA TOTAL (OBTENCION DEL ORGANO) VIA ABIERTA"
3320,"527101","PANCREATICODUODENECTOMIA TOTAL VIA ABIERTA"
3321,"527102","PANCREATICODUODENECTOMIA TOTAL VIA LAPAROSCOPICA"
3322,"527201","PANCREATICODUODENECTOMIA PROXIMAL VIA ABIERTA"
3323,"527202","PANCREATICODUODENECTOMIA PROXIMAL VIA LAPAROSCOPICA"
3324,"540015","DRENAJE DE COLECCION INTRAPERITONEAL VIA LAPAROSCOPICA"
3325,"540101","LIBERACION DE PLASTRON EN ABDOMEN VIA ABIERTA"
3326,"540102","LIBERACION DE PLASTRON EN ABDOMEN VIA LAPAROSCOPICA"
3327,"541101","LAPAROTOMIA DE PRECISION (ESTADIFICACION)"
3328,"541102","LAPAROTOMIA EXPLORATORIA"
3329,"541501","EXPLORACION DE ESPACIO RETROPERITONEAL"
3330,"499400","REDUCCION DE PROLAPSO ANAL SOD"
3331,"499500","CONTROL DE HEMORRAGIA (POSOPERATORIA) DE ANO SOD"
3332,"499600","RETIRO DE MATERIAL DE CERCLAJE SOD"
3333,"553105","DIVERTICULECTOMIA U OBLITERACION DE DIVERTICULO DE CALIZ VIA ABIERTA"
3334,"553106","DIVERTICULECTOMIA U OBLITERACION DE DIVERTICULO DE CALIZ VIA PERCUTANEA"
3335,"553107","DIVERTICULECTOMIA U OBLITERACION DE DIVERTICULO DE CALIZ VIA LAPAROSCOPICA"
3336,"518903","INSERCION DE DISPOSITIVO EN VIA BILIAR VIA PERCUTANEA"
3337,"518904","INSERCION DE DISPOSITIVO EN VIA BILIAR VIA LAPAROSCOPICA"
3338,"519100","REPARACION DE LESION DE VESICULA BILIAR SOD"
3339,"519301","CIERRE DE FISTULA BILIAR VIA ABIERTA"
3340,"519302","CIERRE DE FISTULA BILIAR VIA LAPAROSCOPICA"
3341,"519401","REVISION DE ANASTOMOSIS DE LAS VIAS BILIARES VIA ABIERTA"
3342,"535002","REPARACION DE HERNIA INCISIONAL (EVENTRACION) ENCARCELADA VIA LAPAROSCOPICA"
3343,"535101","REPARACION DE HERNIA INCISIONAL (EVENTRACION) VIA ABIERTA"
3344,"535102","REPARACION DE HERNIA INCISIONAL (EVENTRACION) VIA LAPAROSCOPICA"
3345,"535204","HERNIORRAFIA EPIGASTRICA VIA ABIERTA"
3346,"535205","HERNIORRAFIA EPIGASTRICA VIA LAPAROSCOPICA"
3347,"535301","HERNIORRAFIA EPIGASTRICA ENCARCELADA VIA ABIERTA"
3348,"543302","ESCISION DE LESION AMPLIA EN LA PARED ABDOMINAL CON PROTESIS"
3349,"543303","RESECCION DE LESION AMPLIA EN LA PARED ABDOMINAL"
3350,"544104","OMENTECTOMIA PARCIAL VIA ABIERTA"
3351,"544105","OMENTECTOMIA PARCIAL VIA LAPAROSCOPICA"
3352,"544106","OMENTECTOMIA TOTAL VIA ABIERTA"
3353,"544107","OMENTECTOMIA TOTAL VIA LAPAROSCOPICA"
3354,"489501","CORRECCION DE EXTROFIA DE CLOACA"
3355,"489601","CORRECCION DE CLOACA"
3356,"490100","DRENAJE DE COLECCION ISQUIORRECTAL SOD"
3357,"490201","DRENAJE DE COLECCION PERIANAL VIA ABIERTA"
3358,"490401","ESCISION DE LESION O TEJIDO PERIANAL VIA ABIERTA"
3359,"558801","LIBERACION DE ADHERENCIAS PIELICAS O URETEROPIELICAS POR VIA ABIERTA"
3360,"506105","HEPATORRAFIA MULTIPLE VIA ABIERTA"
3361,"506106","HEPATORRAFIA MULTIPLE VIA LAPAROSCOPICA"
3362,"506200","HEPATOPEXIA SOD"
3363,"571102","CISTOTOMIA VIA ABIERTA"
3364,"571103","CISTOTOMIA VIA PERCUTANEA"
3365,"571104","CISTOTOMIA VIA LAPAROSCOPICA"
3366,"571201","CISTOSTOMIA VIA LAPAROSCOPICA"
3367,"558811","LIBERACION DE ADHERENCIAS PIELICAS O URETEROPIELICAS POR LAPAROSCOPIA"
3368,"559101","COLOCACION DE DISPOSITIVO (CATETER DOBLE J) ANTEROGRADO DE RIÑON A VEJIGA"
3369,"559210","RENOPUNCION O PUNCION RENAL PERCUTANEA"
3370,"559220","DRENAJE PERCUTANEO DE COLECCION O QUISTE RENAL"
3371,"559300","REEMPLAZO DE CATETER DE NEFROSTOMIA SOD"
3372,"559400","REEMPLAZO DE CATETER DE PIELOSTOMIA SOD"
3373,"502406","ENUCLEACION DE LESION HEPATICA VIA LAPAROSCOPICA"
